DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
241143,241143,UT,DS,9,3,1,,,02:01:06 18-Apr-2023,MC,1,7.3081,-80.9215,12.8185,-56.708,50.0,,401677469,-124
241143,241143,UT,DS,9,3,0,,,03:01:40 18-Apr-2023,NP,1,7.3193,-80.8832,7.3193,-80.8832,58.0,,401677468,-133
241143,241143,UT,DS,5,0,0,158.0,14.0,14:06:25 24-Apr-2023,MC,1,7.2792,-80.9461,7.2792,-80.9461,60.0,,401677462,-125
241143,241143,UT,DS,4,0,0,14.0,14.0,14:37:39 25-Apr-2023,MB,1,7.2731,-80.9174,7.2731,-80.9174,56.0,,401677464,-125
241143,241143,UT,DS,4,0,0,14.0,14.0,15:00:54 25-Apr-2023,NN,1,7.279,-80.9173,7.279,-80.9173,56.0,,401677471,-127
241143,241143,UT,DS,5,0,0,14.0,14.0,15:26:26 25-Apr-2023,MC,1,7.2847,-80.9144,7.2847,-80.9144,56.0,,401677476,-120
241143,241143,UT,DS,5,0,0,163.0,17.0,01:16:30 26-Apr-2023,NP,3,7.3012,-80.9286,7.3012,-80.9286,66.0,,401677469,-125
241143,241143,UT,DS,5,0,0,144.0,108.0,02:35:03 26-Apr-2023,MC,3,7.3125,-80.9285,7.3125,-80.9285,56.0,,401677466,-119
241143,241143,UT,DS,4,0,0,100.0,19.0,03:03:14 26-Apr-2023,NP,1,7.2875,-80.9203,7.2875,-80.9203,58.0,,401677475,-130
241143,241143,UT,DS,7,0,1,31.0,14.0,14:14:04 26-Apr-2023,MB,1,7.3185,-80.9466,7.3185,-80.9466,58.0,,401677484,-128
241143,241143,UT,DS,9,0,0,14.0,14.0,16:26:50 26-Apr-2023,NN,1,7.3181,-80.9252,7.3181,-80.9252,58.0,,401677473,-128
241143,241143,UT,DS,7,0,0,116.0,48.0,01:07:16 27-Apr-2023,NP,1,7.3053,-80.9191,7.3053,-80.9191,48.0,,401677472,-126
241143,241143,UT,DS,4,0,0,174.0,104.0,02:11:07 27-Apr-2023,MC,1,7.3107,-80.9239,7.3107,-80.9239,58.0,,401677470,-121
241143,241143,UT,DS,9,0,3,23.0,14.0,03:00:51 27-Apr-2023,MB,2,7.3075,-80.9181,7.3075,-80.9181,58.0,,401677469,-131
