DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
241136,241136,UT,DS,5,1,0,,,2023-02-26 13:51:28,MC,2,7.3044,-80.9216,7.3044,-80.9216,56.0,,401677535,-129.0
241136,241136,UT,DS,10,1,0,,,2023-02-26 14:02:11,NP,2,7.3089,-80.9184,7.3089,-80.9184,56.0,,401677539,-127.0
241136,241136,UT,DS,9,2,0,,,2023-02-28 14:41:35,NN,2,7.3123,-80.9262,7.3123,-80.9262,50.0,,401677527,-127.0
241136,241136,UT,DS,14,5,1,,,2023-02-28 14:43:00,MC,2,7.3106,-80.9311,7.3106,-80.9311,56.0,,401677527,-118.0
241136,241136,UT,DS,5,0,1,146.0,15.0,2023-02-28 16:16:03,NN,1,7.3114,-80.9238,7.3114,-80.9238,58.0,,401677529,-124.0
241136,241136,UT,DS,4,0,0,102.0,20.0,2023-03-03 00:27:29,NK,3,7.3055,-80.9312,7.3055,-80.9312,56.0,,401677530,-121.0
241136,241136,UT,DS,4,0,0,36.0,17.0,2023-03-03 14:50:31,NP,1,7.309,-80.9293,7.309,-80.9293,68.0,,401677529,-127.0
241136,241136,UT,DS,4,0,0,158.0,25.0,2023-03-04 15:05:13,MC,2,7.2883,-80.9378,7.2883,-80.9378,56.0,,401677539,-114.0
241136,241136,UT,DS,9,2,0,,,2023-03-04 23:38:32,NK,1,7.2729,-80.9412,7.2729,-80.9412,58.0,,401677544,-129.0
241136,241136,UT,DS,6,0,0,21.0,14.0,2023-03-06 11:17:58,SR,1,7.323,-80.917,7.323,-80.917,58.0,,401677543,-121.0
241136,241136,UT,DS,15,4,1,,,2023-03-07 13:54:03,NP,2,7.2485,-80.9279,7.2485,-80.9279,58.0,,401677538,-123.0
241136,241136,UT,DS,15,3,1,,,2023-03-07 14:00:38,MC,3,7.2517,-80.9648,7.2517,-80.9648,56.0,,401677538,-118.0
241136,241136,UT,DS,8,3,0,,,2023-03-07 23:34:47,A1,2,7.2058,-80.8974,7.2058,-80.8974,56.0,,401677536,-123.0
241136,241136,UT,DS,4,0,0,167.0,101.0,2023-03-08 13:39:44,MC,1,7.201,-80.8592,7.201,-80.8592,58.0,,401677541,-124.0
241136,241136,UT,DS,4,0,0,132.0,101.0,2023-03-08 13:44:10,NP,1,7.2019,-80.858,7.2019,-80.858,56.0,,401677542,-122.0
241136,241136,UT,DS,4,0,0,110.0,14.0,2023-03-08 23:15:16,A1,1,7.2088,-80.7571,7.2088,-80.7571,58.0,,401677541,-119.0
241136,241136,UT,DS,13,4,0,,,2023-03-09 14:59:50,MC,1,7.2218,-80.5437,7.2218,-80.5437,58.0,,401677541,-116.0
241136,241136,UT,DS,4,0,0,157.0,126.0,2023-03-09 16:09:12,NN,2,7.2064,-80.5393,7.2064,-80.5393,58.0,,401677543,-124.0
