DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
241142,241142,UT,DS,3,0,1,14,14,01:00:29 18-Apr-2023,NK,A,4.7858,-86.8642,7.1006,-79.0570,58,,401650000,-131
241142,241142,UT,DS,4,1,1,,,02:01:06 18-Apr-2023,MC,0,12.7975,-56.7462,12.7975,-56.7462,50,,401677295,-128
241142,241142,UT,DS,4,1,0,,,03:02:25 18-Apr-2023,NP,Z,11.5158,-77.2715,11.5158,-77.2715,31,,401675408,-133
241142,241142,UT,DS,3,0,0,21,14,14:12:51 24-Apr-2023,MC,A,2.0254,-57.7668,7.2833,-81.2054,60,,401677295,-118
241142,241142,UT,DS,4,0,0,14,14,14:12:53 24-Apr-2023,NK,1,7.3031,-81.0767,7.3031,-81.0767,56,,401677355,-128
241142,241142,UT,DS,4,0,0,14,14,14:33:24 24-Apr-2023,NP,0,7.2823,-81.0550,7.2823,-81.0550,46,,401677411,-129
241142,241142,UT,DS,4,0,0,14,14,14:53:55 24-Apr-2023,MB,0,7.2791,-81.1699,7.2791,-81.1699,46,,401677388,-130
241142,241142,UT,DS,5,0,0,14,14,15:15:39 24-Apr-2023,NN,0,7.2460,-80.9526,7.2460,-80.9526,56,,401677343,-124
241142,241142,UT,DS,4,0,0,14,14,23:14:47 24-Apr-2023,SR,0,7.3315,-80.9501,7.3315,-80.9501,58,,401677400,-120
241142,241142,UT,DS,5,0,1,18,14,23:41:05 24-Apr-2023,NK,0,7.3321,-80.9402,7.3321,-80.9402,56,,401677394,-129
241142,241142,UT,DS,5,0,0,14,14,01:11:44 25-Apr-2023,NK,0,7.3346,-80.9323,7.3346,-80.9323,58,,401677398,-126
241142,241142,UT,DS,5,0,0,14,14,01:37:45 25-Apr-2023,NP,1,7.3264,-80.9292,7.3264,-80.9292,56,,401677398,-120
241142,241142,UT,DS,1,0,0,,,02:20:52 25-Apr-2023,NN,B,7.3263,-80.9298,7.3263,-80.9298,8,,401677394,-132
241142,241142,UT,DS,1,0,0,,,02:55:46 25-Apr-2023,MC,B,7.3240,-80.9293,7.3240,-80.9293,8,,401677390,-121
241142,241142,UT,DS,1,0,0,,,03:56:56 25-Apr-2023,NN,B,7.3201,-80.9320,7.3201,-80.9320,8,,401677399,-135
241142,241142,UT,DS,7,0,0,46,14,12:15:42 25-Apr-2023,NK,1,7.2910,-80.9792,7.2910,-80.9792,58,,401677396,-127
